datetime,open,high,low,close
2025-03-13 18:00:00+0000,1.29399,1.29534,1.2939,1.29517
2025-03-13 19:00:00+0000,1.29516,1.29533,1.29418,1.29437
2025-03-13 20:00:00+0000,1.29436,1.29556,1.2942,1.29505
2025-03-13 21:00:00+0000,1.29466,1.29526,1.29466,1.29467
2025-03-13 22:00:00+0000,1.29468,1.2957,1.29441,1.29508
2025-03-13 23:00:00+0000,1.29512,1.29571,1.29481,1.29562
2025-03-14 00:00:00+0000,1.29564,1.29586,1.29442,1.2945
2025-03-14 01:00:00+0000,1.29449,1.29485,1.29403,1.29415
2025-03-14 02:00:00+0000,1.29413,1.29443,1.29356,1.29398
2025-03-14 03:00:00+0000,1.29399,1.29466,1.29388,1.29436
2025-03-14 04:00:00+0000,1.29437,1.29448,1.29361,1.29408
2025-03-14 05:00:00+0000,1.29406,1.29494,1.29396,1.29488
2025-03-14 06:00:00+0000,1.29487,1.29487,1.29366,1.29382
2025-03-14 07:00:00+0000,1.29383,1.29383,1.29168,1.29251
2025-03-14 08:00:00+0000,1.29251,1.29404,1.2921,1.29327
2025-03-14 09:00:00+0000,1.29327,1.29351,1.29197,1.29278
2025-03-14 10:00:00+0000,1.29277,1.29537,1.29244,1.29414
2025-03-14 11:00:00+0000,1.29415,1.29465,1.29314,1.29387
2025-03-14 12:00:00+0000,1.29385,1.29522,1.29375,1.29415
2025-03-14 13:00:00+0000,1.29416,1.29439,1.29334,1.29373
2025-03-14 14:00:00+0000,1.29373,1.29454,1.29233,1.29257
2025-03-14 15:00:00+0000,1.29255,1.29345,1.29106,1.29148
2025-03-14 16:00:00+0000,1.29149,1.2927,1.29121,1.29248
2025-03-14 17:00:00+0000,1.29248,1.29326,1.29244,1.29279
2025-03-14 18:00:00+0000,1.29277,1.29332,1.29277,1.29317
2025-03-14 19:00:00+0000,1.29313,1.2936,1.29274,1.29348
2025-03-14 20:00:00+0000,1.29349,1.29386,1.29274,1.29274
2025-03-16 21:00:00+0000,1.29137,1.29318,1.29137,1.29293
2025-03-16 22:00:00+0000,1.29294,1.29353,1.29247,1.29301
2025-03-16 23:00:00+0000,1.29302,1.29347,1.29263,1.29267
2025-03-17 00:00:00+0000,1.29267,1.29335,1.29267,1.29293
2025-03-17 01:00:00+0000,1.29293,1.29443,1.29283,1.29379
2025-03-17 02:00:00+0000,1.29373,1.29403,1.2934,1.29354
2025-03-17 03:00:00+0000,1.29354,1.29378,1.29304,1.29355
2025-03-17 04:00:00+0000,1.29353,1.29446,1.29309,1.29347
2025-03-17 05:00:00+0000,1.29348,1.29358,1.29289,1.29343
2025-03-17 06:00:00+0000,1.29345,1.29372,1.29278,1.29288
2025-03-17 07:00:00+0000,1.2929,1.29402,1.29285,1.29356
2025-03-17 08:00:00+0000,1.29356,1.29459,1.293,1.29417
2025-03-17 09:00:00+0000,1.29424,1.29574,1.29403,1.29526
2025-03-17 10:00:00+0000,1.29526,1.29737,1.29504,1.29714
2025-03-17 11:00:00+0000,1.29711,1.29772,1.29647,1.29709
2025-03-17 12:00:00+0000,1.2971,1.29762,1.29586,1.29715
2025-03-17 13:00:00+0000,1.29716,1.29826,1.29681,1.29794
2025-03-17 14:00:00+0000,1.29795,1.29832,1.29671,1.29817
2025-03-17 15:00:00+0000,1.29816,1.29947,1.29787,1.29844
2025-03-17 16:00:00+0000,1.29845,1.29933,1.29813,1.29905
2025-03-17 17:00:00+0000,1.29906,1.29932,1.29852,1.29908
2025-03-17 18:00:00+0000,1.29906,1.29984,1.29893,1.29967
2025-03-17 19:00:00+0000,1.29968,1.29968,1.29906,1.29913
2025-03-17 20:00:00+0000,1.29913,1.29979,1.29874,1.29906
2025-03-17 21:00:00+0000,1.29906,1.29914,1.29838,1.29868
2025-03-17 22:00:00+0000,1.29869,1.29896,1.2986,1.29869
2025-03-17 23:00:00+0000,1.2987,1.29885,1.29832,1.29832
2025-03-18 00:00:00+0000,1.29832,1.29871,1.29816,1.29831
2025-03-18 01:00:00+0000,1.29829,1.29867,1.29805,1.2981
2025-03-18 02:00:00+0000,1.29811,1.29827,1.29737,1.2974
2025-03-18 03:00:00+0000,1.2974,1.29754,1.29706,1.29735
2025-03-18 04:00:00+0000,1.29737,1.29775,1.29734,1.29769
2025-03-18 05:00:00+0000,1.29771,1.29795,1.29738,1.29741
2025-03-18 06:00:00+0000,1.29741,1.29804,1.29677,1.29797
2025-03-18 07:00:00+0000,1.29798,1.29886,1.29775,1.29865
2025-03-18 08:00:00+0000,1.29863,1.30047,1.29859,1.29968
2025-03-18 09:00:00+0000,1.29967,1.30033,1.29853,1.30012
2025-03-18 10:00:00+0000,1.30013,1.30023,1.29873,1.29897
2025-03-18 11:00:00+0000,1.29898,1.29914,1.29644,1.29647
